lambda,rho,gamma,errors,relative_errors
0.1,0.01,0.0,"[[3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486]]","[(nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0)]"
0.1,0.01,0.001,"[[3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486]]","[(nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0)]"
0.1,0.01,0.01,"[[3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486]]","[(nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0)]"
0.2,0.01,0.0,"[[3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486], [3.56042654028436, 3.7132879108688486]]","[(nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0), (nan, 0.0, 50.0)]"
